"Cod";"Municipio";"Total";"Algodao";"Arroz";"Feijao";"Mandioca";"Milho";"Soja";"Trigo"
"3541505";"Presidente Venceslau (SP)";"..";"-";"-";"240";"1840";"2220";"243";"-"
"3541604";"Promissão (SP)";"..";"-";"-";"-";"1395";"23700";"900";"-"
"3541653";"Quadra (SP)";"..";"-";"-";"621";"64";"1732";"-";"10000"
"3541703";"Quatá (SP)";"..";"-";"-";"-";"10850";"402";"4245";"-"
"3541802";"Queiroz (SP)";"..";"-";"-";"-";"-";"-";"-";"-"
"3541901";"Queluz (SP)";"..";"-";"3";"8";"160";"68";"-";"-"
"3542008";"Quintana (SP)";"..";"-";"-";"30";"2500";"510";"1103";"-"
"3542107";"Rafard (SP)";"..";"-";"-";"-";"-";"250";"-";"-"
"3542206";"Rancharia (SP)";"..";"-";"-";"-";"14500";"57442";"57000";"-"
"3542305";"Redenção da Serra (SP)";"..";"-";"-";"-";"-";"38";"-";"-"
"3542404";"Regente Feijó (SP)";"..";"675";"-";"-";"-";"2940";"1260";"-"
"3542503";"Reginópolis (SP)";"..";"-";"-";"-";"-";"4680";"1590";"-"
"3542602";"Registro (SP)";"..";"-";"600";"40";"1800";"22";"-";"-"
"3542701";"Restinga (SP)";"..";"-";"-";"-";"125";"1728";"240";"-"
"3542800";"Ribeira (SP)";"..";"-";"11";"24";"750";"232";"-";"-"
"3542909";"Ribeirão Bonito (SP)";"..";"-";"-";"-";"1572";"312";"288";"-"
"3543006";"Ribeirão Branco (SP)";"..";"-";"12";"765";"640";"50400";"960";"150"
"3543105";"Ribeirão Corrente (SP)";"..";"-";"-";"-";"25";"108";"660";"-"
"3543204";"Ribeirão do Sul (SP)";"..";"-";"-";"450";"8040";"41909";"39600";"-"
"3543238";"Ribeirão dos Índios (SP)";"..";"-";"-";"-";"320";"386";"-";"-"
"3543253";"Ribeirão Grande (SP)";"..";"-";"-";"118";"463";"13041";"7200";"60"
"3543303";"Ribeirão Pires (SP)";"..";"...";"...";"...";"...";"...";"...";"..."
"3543402";"Ribeirão Preto (SP)";"..";"-";"-";"57";"420";"3120";"420";"-"
"3543501";"Riversul (SP)";"..";"-";"-";"298";"-";"18000";"9000";"720"
"3543600";"Rifaina (SP)";"..";"-";"-";"-";"-";"300";"546";"-"
"3543709";"Rincão (SP)";"..";"-";"-";"-";"-";"126";"300";"-"
"3543808";"Rinópolis (SP)";"..";"-";"-";"-";"3000";"2400";"-";"-"
"3543907";"Rio Claro (SP)";"..";"-";"-";"2";"1625";"6825";"336";"-"
"3544004";"Rio das Pedras (SP)";"..";"-";"-";"-";"-";"300";"664";"-"
"3544103";"Rio Grande da Serra (SP)";"..";"...";"...";"...";"...";"...";"...";"..."
"3544202";"Riolândia (SP)";"..";"234";"-";"-";"-";"4200";"9447";"-"
"3544251";"Rosana (SP)";"..";"730";"-";"-";"18088";"2285";"5116";"-"
"3544301";"Roseira (SP)";"..";"-";"7524";"-";"-";"24";"-";"-"
"3544400";"Rubiácea (SP)";"..";"-";"-";"304";"-";"1642";"1519";"-"
"3544509";"Rubinéia (SP)";"..";"-";"-";"-";"161";"732";"-";"-"
"3544608";"Sabino (SP)";"..";"-";"-";"-";"-";"7935";"1605";"-"
"3544707";"Sagres (SP)";"..";"-";"-";"-";"-";"110";"-";"-"
"3544806";"Sales (SP)";"..";"-";"-";"-";"-";"4206";"468";"-"
"3544905";"Sales Oliveira (SP)";"..";"-";"-";"-";"150";"5250";"6480";"-"
"3545001";"Salesópolis (SP)";"..";"-";"-";"-";"208";"-";"-";"-"
"3545100";"Salmourão (SP)";"..";"-";"-";"36";"270";"1440";"2160";"-"
"3545159";"Saltinho (SP)";"..";"-";"-";"-";"105";"462";"49";"-"
"3545209";"Salto (SP)";"..";"-";"-";"40";"190";"2220";"420";"-"
"3545308";"Salto de Pirapora (SP)";"..";"-";"-";"550";"1200";"6400";"2520";"1050"
"3545407";"Salto Grande (SP)";"..";"-";"-";"750";"1282";"44200";"34560";"-"
"3545506";"Sandovalina (SP)";"..";"-";"-";"-";"619";"2550";"2628";"-"
"3545605";"Santa Adélia (SP)";"..";"-";"-";"-";"65";"360";"-";"-"
"3545704";"Santa Albertina (SP)";"..";"-";"-";"-";"120";"216";"252";"-"
"3545803";"Santa Bárbara d'Oeste (SP)";"..";"-";"-";"-";"-";"1650";"830";"-"
"3546009";"Santa Branca (SP)";"..";"-";"7";"4";"39";"9";"-";"-"
"3546108";"Santa Clara d'Oeste (SP)";"..";"-";"-";"-";"186";"273";"-";"-"
"3546207";"Santa Cruz da Conceição (SP)";"..";"-";"-";"36";"62";"3015";"1200";"-"
"3546256";"Santa Cruz da Esperança (SP)";"..";"-";"-";"-";"-";"705";"360";"-"
"3546306";"Santa Cruz das Palmeiras (SP)";"..";"-";"-";"171";"1100";"18022";"1613";"356"
"3546405";"Santa Cruz do Rio Pardo (SP)";"..";"-";"-";"600";"10036";"85000";"75900";"-"
"3546504";"Santa Ernestina (SP)";"..";"-";"-";"-";"234";"348";"342";"-"
"3546603";"Santa Fé do Sul (SP)";"..";"-";"-";"-";"208";"684";"-";"-"
"3546702";"Santa Gertrudes (SP)";"..";"-";"-";"-";"-";"1695";"351";"-"
"3546801";"Santa Isabel (SP)";"..";"-";"-";"-";"120";"-";"-";"-"
"3546900";"Santa Lúcia (SP)";"..";"-";"-";"84";"-";"1860";"1080";"-"
"3547007";"Santa Maria da Serra (SP)";"..";"-";"9";"-";"35650";"1060";"-";"-"
"3547106";"Santa Mercedes (SP)";"..";"330";"-";"18";"414";"360";"-";"-"
"3547205";"Santana da Ponte Pensa (SP)";"..";"-";"-";"-";"81";"2256";"195";"-"
"3547304";"Santana de Parnaíba (SP)";"..";"...";"...";"...";"...";"...";"...";"..."
"3547403";"Santa Rita d'Oeste (SP)";"..";"-";"-";"18";"161";"378";"-";"-"
"3547502";"Santa Rita do Passa Quatro (SP)";"..";"-";"-";"-";"-";"6720";"2520";"-"
"3547601";"Santa Rosa de Viterbo (SP)";"..";"-";"-";"-";"315";"1050";"2100";"-"
"3547650";"Santa Salete (SP)";"..";"-";"-";"-";"60";"252";"-";"-"
"3547700";"Santo Anastácio (SP)";"..";"-";"-";"-";"250";"13390";"8460";"-"
"3547809";"Santo André (SP)";"..";"...";"...";"...";"...";"...";"...";"..."
"3547908";"Santo Antônio da Alegria (SP)";"..";"-";"-";"-";"-";"5760";"840";"-"
"3548005";"Santo Antônio de Posse (SP)";"..";"-";"-";"14";"3600";"10512";"-";"-"
"3548054";"Santo Antônio do Aracanguá (SP)";"..";"-";"-";"270";"35";"576";"10560";"-"
"3548104";"Santo Antônio do Jardim (SP)";"..";"-";"-";"60";"-";"2640";"-";"-"
"3548203";"Santo Antônio do Pinhal (SP)";"..";"-";"-";"5";"125";"60";"-";"-"
"3548302";"Santo Expedito (SP)";"..";"-";"-";"-";"-";"408";"-";"-"
"3548401";"Santópolis do Aguapeí (SP)";"..";"-";"-";"-";"-";"157";"1770";"-"
"3548500";"Santos (SP)";"..";"...";"...";"...";"...";"...";"...";"..."
"3548609";"São Bento do Sapucaí (SP)";"..";"-";"-";"27";"-";"300";"-";"-"
"3548708";"São Bernardo do Campo (SP)";"..";"...";"...";"...";"...";"...";"...";"..."
"3548906";"São Carlos (SP)";"..";"-";"-";"-";"225";"9900";"5400";"-"
"3549003";"São Francisco (SP)";"..";"-";"-";"-";"400";"240";"123";"-"
"3549102";"São João da Boa Vista (SP)";"..";"-";"-";"720";"1140";"30600";"2000";"-"
"3549201";"São João das Duas Pontes (SP)";"..";"-";"-";"-";"-";"138";"-";"-"
"3549250";"São João de Iracema (SP)";"..";"-";"-";"-";"45";"240";"640";"-"
"3549300";"São João do Pau d'Alho (SP)";"..";"-";"-";"-";"45";"120";"-";"-"
"3549409";"São Joaquim da Barra (SP)";"..";"-";"-";"-";"-";"2058";"20813";"-"
"3549508";"São José da Bela Vista (SP)";"..";"-";"-";"-";"120";"2160";"5400";"-"
"3549607";"São José do Barreiro (SP)";"..";"-";"-";"12";"-";"400";"-";"-"
"3549706";"São José do Rio Pardo (SP)";"..";"-";"-";"261";"375";"8400";"210";"300"
"3549805";"São José do Rio Preto (SP)";"..";"-";"-";"-";"180";"1560";"-";"-"
"3549904";"São José dos Campos (SP)";"..";"-";"-";"225";"-";"-";"-";"-"
"3549953";"São Lourenço da Serra (SP)";"..";"-";"-";"-";"-";"-";"-";"-"
"3550001";"São Luiz do Paraitinga (SP)";"..";"-";"-";"-";"128";"1755";"215";"-"
"3550100";"São Manuel (SP)";"..";"-";"-";"-";"150";"510";"-";"-"
"3550209";"São Miguel Arcanjo (SP)";"..";"-";"-";"2700";"600";"69914";"33600";"7800"
"3550308";"São Paulo (SP)";"..";"-";"-";"42";"78";"-";"-";"-"
"3550407";"São Pedro (SP)";"..";"-";"5";"-";"720";"875";"-";"-"
"3550506";"São Pedro do Turvo (SP)";"..";"-";"-";"120";"25050";"35900";"30400";"-"
"3550605";"São Roque (SP)";"..";"-";"-";"216";"1000";"2480";"1800";"-"
"3550704";"São Sebastião (SP)";"..";"-";"-";"-";"100";"-";"-";"-"
"3550803";"São Sebastião da Grama (SP)";"..";"-";"-";"369";"-";"3360";"-";"-"
"3550902";"São Simão (SP)";"..";"-";"-";"13";"-";"270";"-";"-"
"3551009";"São Vicente (SP)";"..";"...";"...";"...";"...";"...";"...";"..."
"3551108";"Sarapuí (SP)";"..";"-";"-";"161";"1550";"6870";"2800";"600"
"3551207";"Sarutaiá (SP)";"..";"-";"-";"480";"-";"8640";"4620";"600"
"3551306";"Sebastianópolis do Sul (SP)";"..";"-";"-";"-";"510";"1360";"600";"-"
"3551405";"Serra Azul (SP)";"..";"-";"-";"-";"200";"90";"1680";"-"
"3551504";"Serrana (SP)";"..";"-";"-";"-";"-";"864";"480";"-"
"3551603";"Serra Negra (SP)";"..";"-";"-";"48";"-";"2924";"525";"-"
"3551702";"Sertãozinho (SP)";"..";"-";"-";"-";"-";"920";"1500";"-"
"3551801";"Sete Barras (SP)";"..";"-";"1169";"6";"1300";"112";"-";"-"
"3551900";"Severínia (SP)";"..";"-";"-";"-";"-";"720";"1071";"-"
"3552007";"Silveiras (SP)";"..";"-";"-";"15";"400";"80";"-";"-"
"3552106";"Socorro (SP)";"..";"-";"7";"525";"300";"10200";"2520";"300"
"3552205";"Sorocaba (SP)";"..";"-";"-";"204";"4350";"2800";"72";"-"
"3552304";"Sud Mennucci (SP)";"..";"-";"-";"-";"40";"2214";"147";"-"
"3552403";"Sumaré (SP)";"..";"-";"-";"-";"-";"2200";"-";"-"
"3552502";"Suzano (SP)";"..";"...";"...";"...";"...";"...";"...";"..."
"3552551";"Suzanápolis (SP)";"..";"-";"-";"1770";"-";"4044";"1634";"-"
"3552601";"Tabapuã (SP)";"..";"-";"-";"-";"125";"1000";"-";"-"
"3552700";"Tabatinga (SP)";"..";"-";"-";"-";"-";"6600";"5000";"-"
"3552809";"Taboão da Serra (SP)";"..";"-";"-";"-";"-";"-";"-";"-"
"3552908";"Taciba (SP)";"..";"-";"-";"-";"-";"44700";"26400";"-"
"3553005";"Taguaí (SP)";"..";"-";"-";"510";"-";"15450";"3000";"1200"
"3553104";"Taiaçu (SP)";"..";"-";"-";"-";"972";"480";"-";"-"
"3553203";"Taiúva (SP)";"..";"-";"-";"-";"2556";"1276";"432";"-"
"3553302";"Tambaú (SP)";"..";"-";"-";"-";"4800";"6000";"3000";"-"
"3553401";"Tanabi (SP)";"..";"-";"-";"-";"1000";"7680";"600";"-"
"3553500";"Tapiraí (SP)";"..";"-";"-";"-";"-";"-";"-";"-"
"3553609";"Tapiratiba (SP)";"..";"-";"-";"60";"780";"2700";"324";"-"
"3553658";"Taquaral (SP)";"..";"-";"-";"-";"-";"108";"436";"-"
"3553708";"Taquaritinga (SP)";"..";"-";"-";"-";"1800";"6064";"1008";"-"
"3553807";"Taquarituba (SP)";"..";"-";"-";"6000";"1800";"57360";"58290";"14705"
"3553856";"Taquarivaí (SP)";"..";"-";"-";"3120";"200";"64000";"51080";"16260"
"3553906";"Tarabai (SP)";"..";"-";"-";"-";"-";"343";"562";"-"
"3553955";"Tarumã (SP)";"..";"-";"810";"34";"63";"16980";"11856";"54"
"3554003";"Tatuí (SP)";"..";"-";"-";"-";"2240";"13200";"12000";"-"
"3554102";"Taubaté (SP)";"..";"-";"1176";"73";"640";"792";"2760";"675"
"3554201";"Tejupá (SP)";"..";"-";"-";"1326";"-";"16040";"7125";"900"
"3554300";"Teodoro Sampaio (SP)";"..";"-";"-";"36";"10400";"2016";"1512";"-"
"3554409";"Terra Roxa (SP)";"..";"-";"-";"-";"-";"720";"5760";"-"
"3554508";"Tietê (SP)";"..";"-";"-";"147";"-";"24000";"-";"-"
"3554607";"Timburi (SP)";"..";"-";"-";"-";"-";"3336";"1310";"-"
"3554656";"Torre de Pedra (SP)";"..";"-";"-";"-";"32";"-";"-";"-"
"3554706";"Torrinha (SP)";"..";"-";"-";"-";"1575";"6420";"1260";"-"
"3554755";"Trabiju (SP)";"..";"-";"-";"-";"480";"195";"-";"-"
"3554805";"Tremembé (SP)";"..";"-";"6000";"-";"900";"1250";"168";"-"
"3554904";"Três Fronteiras (SP)";"..";"-";"-";"-";"400";"3480";"-";"-"
"3554953";"Tuiuti (SP)";"..";"-";"-";"60";"-";"10500";"-";"-"
"3555000";"Tupã (SP)";"..";"-";"25";"60";"58750";"1620";"1373";"-"
"3555109";"Tupi Paulista (SP)";"..";"30";"-";"-";"230";"180";"250";"-"
"3555208";"Turiúba (SP)";"..";"-";"-";"-";"-";"1436";"402";"-"
"3555307";"Turmalina (SP)";"..";"-";"-";"-";"-";"3300";"-";"-"
"3555356";"Ubarana (SP)";"..";"-";"-";"100";"-";"1230";"400";"-"
"3555406";"Ubatuba (SP)";"..";"-";"-";"-";"250";"-";"-";"-"
"3555505";"Ubirajara (SP)";"..";"-";"-";"90";"18750";"1749";"1792";"-"
"3555604";"Uchoa (SP)";"..";"-";"-";"-";"1000";"1600";"-";"-"
"3555703";"União Paulista (SP)";"..";"-";"-";"-";"-";"1614";"520";"-"
"3555802";"Urânia (SP)";"..";"-";"1";"6";"375";"1500";"-";"-"
"3555901";"Uru (SP)";"..";"-";"-";"-";"-";"252";"116";"-"
"3556008";"Urupês (SP)";"..";"-";"-";"-";"220";"3681";"41";"-"
"3556107";"Valentim Gentil (SP)";"..";"-";"-";"-";"-";"1620";"90";"-"
"3556206";"Valinhos (SP)";"..";"-";"-";"2";"48";"360";"-";"-"
"3556305";"Valparaíso (SP)";"..";"-";"-";"-";"80";"1254";"-";"-"
"3556354";"Vargem (SP)";"..";"-";"-";"27";"300";"4800";"900";"-"
"3556404";"Vargem Grande do Sul (SP)";"..";"-";"-";"1200";"350";"8640";"2340";"-"
"3556453";"Vargem Grande Paulista (SP)";"..";"-";"-";"-";"-";"-";"-";"-"
"3556503";"Várzea Paulista (SP)";"..";"...";"...";"...";"...";"...";"...";"..."
"3556602";"Vera Cruz (SP)";"..";"-";"-";"45";"240";"900";"-";"-"
"3556701";"Vinhedo (SP)";"..";"-";"-";"2";"96";"108";"-";"-"
"3556800";"Viradouro (SP)";"..";"-";"-";"-";"48";"780";"5760";"-"
"3556909";"Vista Alegre do Alto (SP)";"..";"-";"-";"18";"334";"720";"-";"-"
"3556958";"Vitória Brasil (SP)";"..";"-";"-";"6";"-";"705";"247";"-"
"3557006";"Votorantim (SP)";"..";"-";"-";"-";"120";"2150";"-";"-"
"3557105";"Votuporanga (SP)";"..";"-";"-";"-";"-";"5040";"1112";"-"
"3557154";"Zacarias (SP)";"..";"-";"-";"62";"-";"2460";"1440";"-"
"3557204";"Chavantes (SP)";"..";"-";"-";"-";"-";"4000";"3960";"-"
"3557303";"Estiva Gerbi (SP)";"..";"-";"-";"-";"3000";"2940";"-";"-"
"4100103";"Abatiá (PR)";"..";"-";"4";"27";"-";"1520";"33";"-"
"4100202";"Adrianópolis (PR)";"..";"-";"18";"1271";"26175";"10200";"-";"-"
"4100301";"Agudos do Sul (PR)";"..";"-";"-";"1122";"1200";"30927";"2528";"242"
"4100400";"Almirante Tamandaré (PR)";"..";"-";"-";"1373";"900";"12012";"-";"-"
"4100459";"Altamira do Paraná (PR)";"..";"-";"-";"10";"235";"3877";"6216";"55"
"4100509";"Altônia (PR)";"..";"-";"-";"45";"61400";"7268";"9686";"-"
"4100608";"Alto Paraná (PR)";"..";"-";"-";"-";"102100";"1990";"894";"-"
"4100707";"Alto Piquiri (PR)";"..";"-";"-";"-";"2900";"131460";"115810";"242"
"4100806";"Alvorada do Sul (PR)";"..";"-";"4";"30";"469";"124260";"75992";"975"
"4100905";"Amaporã (PR)";"..";"-";"1088";"9";"63878";"10460";"5871";"-"
"4101002";"Ampére (PR)";"..";"-";"2";"142";"3375";"23360";"31540";"2890"
"4101051";"Anahy (PR)";"..";"-";"28";"52";"895";"21505";"18950";"560"
"4101101";"Andirá (PR)";"..";"-";"167";"95";"7200";"11118";"38000";"7000"
"4101150";"Ângulo (PR)";"..";"-";"-";"6";"440";"35523";"22208";"-"
"4101200";"Antonina (PR)";"..";"-";"662";"5";"720";"15";"-";"-"
"4101309";"Antônio Olinto (PR)";"..";"-";"195";"6950";"4960";"13950";"31500";"3300"
"4101408";"Apucarana (PR)";"..";"-";"18";"166";"504";"49120";"65520";"24480"
"4101507";"Arapongas (PR)";"..";"-";"-";"60";"360";"53680";"77700";"22440"
"4101606";"Arapoti (PR)";"..";"-";"10";"8075";"1320";"98350";"128000";"51150"
"4101655";"Arapuã (PR)";"..";"-";"16";"270";"720";"8290";"42000";"24050"
"4101705";"Araruna (PR)";"..";"-";"5";"248";"125000";"38352";"108000";"2730"
"4101804";"Araucária (PR)";"..";"-";"20";"6262";"758";"42350";"61050";"3719"
"4101853";"Ariranha do Ivaí (PR)";"..";"-";"13";"1740";"720";"10530";"47250";"18500"
"4101903";"Assaí (PR)";"..";"-";"4";"7";"1407";"64160";"88859";"28992"
"4102000";"Assis Chateaubriand (PR)";"..";"-";"-";"-";"70880";"430320";"276500";"4080"
"4102109";"Astorga (PR)";"..";"-";"-";"72";"110";"112878";"82286";"1782"
"4102208";"Atalaia (PR)";"..";"-";"-";"15";"6360";"27441";"19947";"170"
"4102307";"Balsa Nova (PR)";"..";"-";"-";"4615";"34";"9750";"50400";"983"
"4102406";"Bandeirantes (PR)";"..";"-";"144";"27";"720";"3125";"48000";"23220"
"4102505";"Barbosa Ferraz (PR)";"..";"-";"5";"388";"2200";"59400";"49373";"1400"
"4102604";"Barracão (PR)";"..";"-";"2";"212";"2640";"21725";"7920";"375"
"4102703";"Barra do Jacaré (PR)";"..";"-";"350";"74";"300";"2646";"17000";"5200"
"4102752";"Bela Vista da Caroba (PR)";"..";"-";"2";"140";"2250";"4050";"15925";"3375"
"4102802";"Bela Vista do Paraíso (PR)";"..";"-";"-";"-";"-";"80833";"62050";"4317"
"4102901";"Bituruna (PR)";"..";"-";"500";"1690";"8500";"10500";"7375";"560"
"4103008";"Boa Esperança (PR)";"..";"-";"-";"12";"120";"79163";"97925";"6729"
"4103024";"Boa Esperança do Iguaçu (PR)";"..";"-";"2";"1095";"690";"15750";"12648";"1890"
"4103040";"Boa Ventura de São Roque (PR)";"..";"-";"42";"2690";"1530";"9150";"73000";"8500"
"4103057";"Boa Vista da Aparecida (PR)";"..";"-";"11";"710";"1000";"14400";"19869";"8800"
"4103107";"Bocaiúva do Sul (PR)";"..";"-";"-";"735";"2603";"11700";"216";"-"
"4103156";"Bom Jesus do Sul (PR)";"..";"-";"2";"318";"2200";"19800";"12240";"960"
"4103206";"Bom Sucesso (PR)";"..";"-";"-";"9";"140";"15270";"14033";"2200"
"4103222";"Bom Sucesso do Sul (PR)";"..";"-";"-";"8510";"80";"43590";"43320";"10000"
"4103305";"Borrazópolis (PR)";"..";"-";"10";"167";"320";"14590";"33976";"23870"
"4103354";"Braganey (PR)";"..";"-";"-";"432";"-";"53400";"67375";"9270"
"4103370";"Brasilândia do Sul (PR)";"..";"-";"-";"-";"1570";"99368";"65340";"-"
"4103404";"Cafeara (PR)";"..";"-";"-";"3";"1925";"9667";"7008";"407"
"4103453";"Cafelândia (PR)";"..";"-";"-";"696";"260";"115348";"102987";"7496"
"4103479";"Cafezal do Sul (PR)";"..";"-";"-";"-";"31750";"12440";"18600";"82"
"4103503";"Califórnia (PR)";"..";"-";"10";"45";"270";"7900";"35945";"14300"
"4103602";"Cambará (PR)";"..";"-";"1740";"14";"72";"13476";"36000";"8650"
"4103701";"Cambé (PR)";"..";"-";"-";"-";"1350";"208700";"149850";"6665"
"4103800";"Cambira (PR)";"..";"-";"10";"174";"144";"17310";"25715";"7035"
"4103909";"Campina da Lagoa (PR)";"..";"-";"-";"300";"100";"147500";"133660";"4461"
"4103958";"Campina do Simão (PR)";"..";"-";"-";"989";"1193";"20000";"32130";"2442"
"4104006";"Campina Grande do Sul (PR)";"..";"-";"-";"504";"740";"6664";"-";"-"
"4104055";"Campo Bonito (PR)";"..";"-";"69";"1348";"250";"35000";"84753";"17000"
"4104105";"Campo do Tenente (PR)";"..";"-";"6";"2507";"400";"6030";"30600";"1800"
"4104204";"Campo Largo (PR)";"..";"-";"15";"11711";"5712";"21000";"34200";"1488"
"4104253";"Campo Magro (PR)";"..";"-";"-";"615";"1408";"14000";"21600";"4463"
"4104303";"Campo Mourão (PR)";"..";"-";"-";"273";"6000";"82800";"196608";"30800"
"4104402";"Cândido de Abreu (PR)";"..";"-";"60";"7395";"2730";"56200";"36210";"11400"
"4104428";"Candói (PR)";"..";"-";"52";"5750";"2484";"124000";"181929";"14724"
"4104451";"Cantagalo (PR)";"..";"-";"75";"1951";"-";"34578";"66420";"918"
"4104501";"Capanema (PR)";"..";"-";"2";"990";"7050";"45840";"69120";"5445"
"4104600";"Capitão Leônidas Marques (PR)";"..";"-";"-";"320";"985";"25555";"25550";"3235"
"4104659";"Carambeí (PR)";"..";"-";"4";"10540";"300";"91250";"84084";"21450"
"4104709";"Carlópolis (PR)";"..";"-";"210";"1000";"215";"14665";"9500";"1420"
"4104808";"Cascavel (PR)";"..";"-";"18";"6100";"10000";"358120";"358800";"49500"
"4104907";"Castro (PR)";"..";"-";"38";"31880";"750";"156000";"289200";"57750"
"4105003";"Catanduvas (PR)";"..";"-";"17";"3566";"600";"60850";"87750";"23700"
"4105102";"Centenário do Sul (PR)";"..";"-";"-";"13";"1490";"59938";"40014";"-"
"4105201";"Cerro Azul (PR)";"..";"-";"-";"8856";"96600";"75000";"2394";"-"
"4105300";"Céu Azul (PR)";"..";"-";"-";"294";"375";"58400";"108866";"22800"
"4105409";"Chopinzinho (PR)";"..";"-";"10";"4245";"6600";"60795";"96000";"8920"
"4105508";"Cianorte (PR)";"..";"-";"-";"29";"85186";"21690";"27270";"818"
"4105607";"Cidade Gaúcha (PR)";"..";"-";"660";"-";"22150";"2437";"2898";"-"
"4105706";"Clevelândia (PR)";"..";"-";"-";"6175";"400";"69800";"121272";"5798"
"4105805";"Colombo (PR)";"..";"-";"-";"117";"400";"1660";"-";"-"
"4105904";"Colorado (PR)";"..";"-";"-";"-";"6960";"4185";"4699";"-"
"4106001";"Congonhinhas (PR)";"..";"-";"34";"45";"171";"14493";"58320";"43524"
"4106100";"Conselheiro Mairinck (PR)";"..";"-";"160";"633";"1440";"32100";"22400";"7750"
"4106209";"Contenda (PR)";"..";"-";"-";"3440";"545";"32000";"50400";"4463"
"4106308";"Corbélia (PR)";"..";"-";"-";"2858";"300";"135907";"125339";"7809"
"4106407";"Cornélio Procópio (PR)";"..";"-";"-";"27";"168";"104991";"120708";"28653"
"4106456";"Coronel Domingos Soares (PR)";"..";"-";"10";"560";"300";"15000";"47850";"1245"
"4106506";"Coronel Vivida (PR)";"..";"-";"6";"4880";"5000";"29250";"113200";"12000"
"4106555";"Corumbataí do Sul (PR)";"..";"-";"-";"113";"2000";"8220";"14268";"1800"
"4106571";"Cruzeiro do Iguaçu (PR)";"..";"-";"2";"864";"690";"15095";"14256";"1120"
"4106605";"Cruzeiro do Oeste (PR)";"..";"-";"-";"-";"38950";"8000";"14720";"180"
"4106704";"Cruzeiro do Sul (PR)";"..";"-";"-";"-";"80125";"7770";"16320";"-"
"4106803";"Cruz Machado (PR)";"..";"-";"1710";"13650";"13600";"32200";"7375";"280"
"4106852";"Cruzmaltina (PR)";"..";"-";"3";"30";"600";"10300";"27040";"4200"
"4106902";"Curitiba (PR)";"..";"-";"-";"70";"85";"563";"-";"-"
"4107009";"Curiúva (PR)";"..";"-";"120";"588";"5060";"59700";"28800";"3960"
"4107108";"Diamante do Norte (PR)";"..";"-";"-";"6";"19500";"4415";"2285";"-"
"4107124";"Diamante do Sul (PR)";"..";"-";"9";"90";"510";"2900";"5600";"1095"
"4107157";"Diamante D'Oeste (PR)";"..";"-";"8";"81";"2875";"25110";"18666";"315"
"4107207";"Dois Vizinhos (PR)";"..";"-";"2";"2940";"6900";"51500";"60495";"13600"
"4107256";"Douradina (PR)";"..";"-";"4790";"10";"29750";"2704";"1620";"-"
"4107306";"Doutor Camargo (PR)";"..";"-";"75";"2";"100";"57747";"30240";"163"
"4107405";"Enéas Marques (PR)";"..";"-";"2";"665";"2200";"17000";"7875";"560"
"4107504";"Engenheiro Beltrão (PR)";"..";"-";"-";"30";"1600";"130070";"94365";"2400"
"4107520";"Esperança Nova (PR)";"..";"-";"-";"8";"15990";"175";"510";"-"
"4107538";"Entre Rios do Oeste (PR)";"..";"-";"-";"3";"560";"36904";"17670";"95"
"4107546";"Espigão Alto do Iguaçu (PR)";"..";"-";"8";"3211";"-";"13020";"33600";"1008"
"4107553";"Farol (PR)";"..";"-";"-";"266";"2100";"80300";"80388";"10441"
"4107603";"Faxinal (PR)";"..";"-";"-";"90";"800";"12800";"39750";"31500"
"4107652";"Fazenda Rio Grande (PR)";"..";"-";"-";"602";"102";"3900";"6480";"-"
"4107702";"Fênix (PR)";"..";"-";"-";"34";"200";"62885";"48720";"27"
"4107736";"Fernandes Pinheiro (PR)";"..";"-";"126";"7150";"1092";"23300";"55115";"5250"
"4107751";"Figueira (PR)";"..";"-";"150";"266";"200";"12220";"9600";"4160"
"4107801";"Floraí (PR)";"..";"-";"-";"1";"9840";"55493";"32850";"248"
"4107850";"Flor da Serra do Sul (PR)";"..";"-";"2";"500";"1540";"19260";"24120";"2720"
"4107900";"Floresta (PR)";"..";"-";"10";"-";"230";"80072";"49200";"420"
"4108007";"Florestópolis (PR)";"..";"-";"-";"100";"950";"37848";"26796";"99"
"4108106";"Flórida (PR)";"..";"-";"-";"-";"5876";"16120";"10044";"-"
"4108205";"Formosa do Oeste (PR)";"..";"-";"-";"-";"1500";"83326";"60114";"210"
"4108304";"Foz do Iguaçu (PR)";"..";"-";"-";"15";"11250";"49939";"33598";"1073"
"4108320";"Francisco Alves (PR)";"..";"-";"-";"-";"15290";"93600";"58650";"-"
"4108403";"Francisco Beltrão (PR)";"..";"-";"2";"1000";"7920";"41900";"56875";"4800"
"4108452";"Foz do Jordão (PR)";"..";"-";"-";"1766";"588";"24821";"32121";"4296"
"4108502";"General Carneiro (PR)";"..";"-";"200";"450";"170";"6000";"4930";"-"
"4108551";"Godoy Moreira (PR)";"..";"-";"8";"291";"3360";"12195";"14000";"1050"
